node u,node v,length,label
75,73,108.07,1
22,82,6.85,1
84,83,29.56,1
117,83,100.65,1
85,84,21.41,1
120,84,42.65,1
29,85,98.79,1
125,89,40.9,1
90,89,74.42,1
99,90,30.58,1
91,90,196.74,1
92,91,65.75,1
105,92,118.58,1
98,95,57.11,1
82,96,49.34,1
126,98,105.75,1
112,110,16.92,1
63,112,34.89,1
127,112,12.93,1
77,113,43.91,1
11,115,24.98,1
115,117,12.02,1
103,118,122.16,1
56,119,19.75,1
83,121,42.92,1
123,122,77.02,1
35,122,96.9,1
90,124,42.84,1
18,126,253.69,1
113,127,60.4,1
126,79,77,1
84,85,21.41,1
85,29,98.79,1
29,65,9.22,1
65,33,8.34,1
40,114,110.1,1
114,116,6.55,1
116,38,15.99,1
47,52,46.07,1
52,49,20.39,1
49,55,21.91,1
55,48,20.55,1
48,50,19.75,1
111,110,16.76,1
110,108,15.74,1
108,42,24.66,1
42,48,65.52,1
48,50,19.75,1
50,109,28.22,1
92,91,65.75,1
91,8,78.23,1
8,93,89.04,1
116,115,19.88,1
115,11,24.98,1
11,14,123.14,1
14,76,29.54,1
76,15,11.61,1
15,39,2.65,1
96,95,6.52,1
117,115,12.02,1
71,74,20.63,1
120,121,30.6,1
121,120,30.6,1
119,51,4.9,1
29,65,9.22,1
83,84,29.56,1
101,118,6.3,1
122,123,77.02,1
56,44,22.85,1
73,43,27.41,1
47,43,21.78,1
15,76,11.61,1
48,55,20.55,1
35,6,18.78,1
52,49,20.39,1
61,69,19.74,1
78,77,30.59,1
77,78,30.59,1
77,127,11.2,1
127,77,11.2,1
112,127,12.93,1
54,18,9.14,1
70,58,7.42,1
79,126,77,1
89,24,30.84,1
23,21,19.22,1
127,77,11.2,1
32,20,99.53,1
20,32,99.53,1
91,8,78.23,1
68,67,38.49,1
94,76,70.13,1
76,94,70.13,1
76,14,29.54,1
9,37,27.94,1
37,9,27.94,1
22,98,12.84,1
22,82,6.85,1
82,22,6.85,1
82,29,7.84,1
65,29,9.22,1
33,65,8.34,1
33,38,8.56,1
38,33,8.56,1
38,116,15.99,1
116,115,19.88,1
115,11,24.98,1
26,36,166.95,1
62,7,30.79,1
102,100,197.28,1
128,10,255.95,1
10,105,79.11,1
70,59,20.98,1
58,70,7.42,1
41,58,14.29,1
80,41,14.37,1
107,3,190.38,1
118,103,122.16,1
118,101,6.3,1
101,118,6.3,1
12,101,118.76,1
16,30,177.62,1
63,81,95.32,1
81,63,95.32,1
113,88,70,1
88,113,70,1
75,97,72.19,1
97,75,72.19,1
13,23,34.02,1
23,120,92.26,1
120,23,92.26,1
121,120,30.6,1
121,87,81.04,1
87,121,81.04,1
31,27,452.66,1
31,5,7.79,1
5,31,7.79,1
25,5,237.94,1
106,4,62.69,1
122,106,15.36,1
122,35,96.9,1
6,35,18.78,1
6,24,52.43,1
24,99,74.53,1
104,100,255.18,1
100,118,236.52,1
118,100,236.52,1
118,101,6.3,1
101,117,103.82,1
83,117,100.65,1
84,83,29.56,1
84,85,21.41,1
85,86,28.48,1
86,19,17.61,1
19,86,17.61,1
19,34,1033.56,1
34,19,1033.56,1
46,53,64.48,1
53,55,59.27,1
55,48,20.55,1
50,48,19.75,1
50,39,15.5,1
39,50,15.5,1
39,15,2.65,1
17,15,93.89,1
110,108,15.74,1
