node u,node v,length,label
31,34,19.7,1
102,35,25.72,1
57,36,40.17,1
91,36,30.87,1
34,37,69.09,1
36,38,11.35,1
30,39,15.47,1
51,40,84.69,1
38,41,16.86,1
39,42,17.43,1
174,43,201.91,1
46,44,158.29,1
45,46,22.01,1
43,46,78.75,1
146,47,41,1
103,50,36.17,1
50,51,85.82,1
61,53,15.7,1
71,54,18.67,1
124,54,57.16,1
67,58,28.55,1
62,60,15.3,1
67,61,14.98,1
106,63,20.54,1
101,67,14.57,1
83,68,41.93,1
105,69,29.5,1
73,69,15.11,1
69,70,14.76,1
99,71,71.19,1
80,73,14.91,1
85,75,41.57,1
90,79,30.27,1
58,80,29.77,1
104,81,15.76,1
54,82,26.95,1
55,83,24.99,1
147,84,8.43,1
53,85,22.98,1
47,86,21.99,1
100,89,18.61,1
66,90,15.09,1
5,91,293.38,1
50,93,19.91,1
78,95,98.76,1
119,96,149.64,1
60,99,84.21,1
94,100,17.83,1
63,100,36.72,1
37,102,92.68,1
34,102,36.09,1
135,111,24.53,1
111,113,55.78,1
117,116,89.77,1
43,117,25.88,1
119,118,120.36,1
96,118,69.37,1
116,119,62.72,1
121,124,9.31,1
139,125,32.7,1
130,129,161.77,1
133,130,31.23,1
131,133,73.96,1
140,134,103.78,1
129,136,37.22,1
132,140,153.67,1
125,141,24.61,1
145,146,15.88,1
28,147,12.71,1
170,151,142.05,1
172,152,145.28,1
118,160,99.39,1
2,168,89.65,1
152,170,60.49,1
169,170,205.93,1
1,172,173.07,1
44,174,95.56,1
13,175,42.75,1
140,176,31.07,1
179,177,143.7,1
165,178,45.12,1
145,146,15.88,1
146,148,20.43,1
148,94,5.51,1
94,100,17.83,1
100,89,18.61,1
89,23,18.65,1
23,108,17.79,1
27,21,51.97,1
21,22,37.92,1
22,7,48,1
7,64,26.89,1
64,35,11.58,1
35,31,58.51,1
31,33,9.31,1
42,125,147.9,1
125,141,24.61,1
141,6,38.03,1
16,98,19.67,1
20,12,10.62,1
12,20,10.62,1
32,174,2.51,1
174,32,2.51,1
93,50,19.91,1
23,89,18.65,1
89,23,18.65,1
36,38,11.35,1
124,121,9.31,1
176,140,31.07,1
164,168,57.35,1
8,180,4.6,1
134,132,4.95,1
132,134,4.95,1
167,163,60.49,1
163,167,60.49,1
6,37,12.25,1
37,6,12.25,1
83,55,24.99,1
60,62,15.3,1
15,68,5.76,1
7,22,48,1
30,39,15.47,1
157,142,13.83,1
142,157,13.83,1
40,78,65.35,1
78,40,65.35,1
86,106,21.5,1
106,86,21.5,1
79,80,14.44,1
143,131,50.15,1
24,72,28.97,1
18,153,23.19,1
46,45,22.01,1
165,177,13.03,1
177,165,13.03,1
35,64,11.58,1
84,147,8.43,1
69,73,15.11,1
9,19,37.37,1
19,114,41.49,1
135,111,24.53,1
3,113,22.92,1
70,75,28.87,1
56,47,15.51,1
82,76,17.62,1
61,67,14.98,1
115,112,105.57,1
112,115,105.57,1
149,96,29.81,1
158,156,100.28,1
156,158,100.28,1
65,86,72.95,1
86,47,21.99,1
47,56,15.51,1
127,56,88.69,1
126,180,86.49,1
180,126,86.49,1
180,17,38.2,1
17,180,38.2,1
144,139,42.26,1
178,165,45.12,1
165,173,112.6,1
173,165,112.6,1
2,161,29.49,1
154,20,31.22,1
20,154,31.22,1
20,12,10.62,1
12,138,43.66,1
138,12,43.66,1
159,142,91.47,1
142,159,91.47,1
142,139,32.73,1
125,139,32.7,1
125,141,24.61,1
141,125,24.61,1
141,6,38.03,1
6,141,38.03,1
6,99,18.74,1
97,41,39.27,1
41,97,39.27,1
88,54,16.35,1
54,88,16.35,1
54,71,18.67,1
71,107,111.53,1
36,57,40.17,1
38,36,11.35,1
38,48,39.62,1
48,38,39.62,1
1,151,90.14,1
128,155,26.45,1
155,128,26.45,1
117,43,25.88,1
116,117,89.77,1
118,119,120.36,1
120,85,38.23,1
162,161,51.22,1
161,162,51.22,1
161,171,88.7,1
171,161,88.7,1
133,130,31.23,1
136,129,37.22,1
119,116,62.72,1
116,119,62.72,1
100,94,17.83,1
94,148,5.51,1
148,94,5.51,1
146,148,20.43,1
160,44,31.27,1
44,160,31.27,1
87,30,35.06,1
39,30,15.47,1
77,39,76.74,1
15,59,43.93,1
13,15,16.31,1
175,13,42.75,1
66,81,15.25,1
81,66,15.25,1
92,81,68.21,1
11,10,166.27,1
11,14,22.97,1
14,11,22.97,1
112,14,74.63,1
110,112,367.07,1
91,74,59.5,1
74,91,59.5,1
123,95,79.82,1
95,122,34.4,1
122,21,15.87,1
21,122,15.87,1
27,21,51.97,1
27,51,14.68,1
51,27,14.68,1
4,5,238.42,1
170,169,205.93,1
170,152,60.49,1
152,170,60.49,1
2,152,56.81,1
168,2,89.65,1
168,167,61.83,1
167,177,67.72,1
177,167,67.72,1
177,179,143.7,1
166,172,459.32,1
102,34,36.09,1
34,31,19.7,1
31,34,19.7,1
31,33,9.31,1
33,29,103.87,1
29,33,103.87,1
52,104,91.62,1
104,52,91.62,1
63,104,15.44,1
106,63,20.54,1
86,106,21.5,1
47,86,21.99,1
56,47,15.51,1
84,56,15.36,1
84,128,117.68,1
128,84,117.68,1
128,155,26.45,1
155,3,71.97,1
3,155,71.97,1
3,111,68.01,1
111,3,68.01,1
111,135,24.53,1
135,109,81.39,1
109,135,81.39,1
53,105,35.96,1
75,105,15.14,1
75,70,28.87,1
70,75,28.87,1
70,93,32.77,1
93,149,26.63,1
149,93,26.63,1
150,149,49.18,1
25,103,6.25,1
