node u,node v,length,label
108,25,16.41,1
25,103,6.25,1
103,24,48.27,1
24,27,36.37,1
6,145,133.84,1
33,42,30.27,1
151,1,90.14,0
26,1,421.06,0
161,2,29.49,0
152,2,56.81,0
111,3,68.01,0
113,3,22.92,0
4,5,238.42,0
99,6,18.74,0
141,6,38.03,0
22,7,48.00,0
64,7,26.89,0
180,8,4.60,0
7,8,25.85,0
11,9,42.23,0
14,11,22.97,0
10,11,166.27,0
20,12,10.62,0
12,13,29.01,0
55,13,42.61,0
112,14,74.63,0
13,15,16.31,0
68,16,11.11,0
98,16,19.67,0
16,17,49.26,0
83,17,39.90,0
14,18,21.84,0
9,19,37.37,0
18,19,42.79,0
19,20,11.67,0
154,20,31.22,0
122,21,15.87,0
27,21,51.97,0
21,22,37.92,0
95,22,18.32,0
89,23,18.65,0
81,23,54.90,0
79,25,38.42,0
32,26,43.44,0
156,28,20.66,0
128,28,98.88,0
87,30,35.06,0
41,30,15.13,0
33,31,9.31,0
174,32,2.51,0
40,32,336.45,0
29,33,103.87,0
31,34,19.70,0
102,35,25.72,0
31,35,58.51,0
57,36,40.17,0
91,36,30.87,0
6,37,12.25,0
34,37,69.09,0
36,38,11.35,0
48,38,39.62,0
30,39,15.47,0
77,39,76.74,0
51,40,84.69,0
38,41,16.86,0
97,41,39.27,0
125,42,147.90,0
39,42,17.43,0
174,43,201.91,0
160,44,31.27,0
46,44,158.29,0
45,46,22.01,0
43,46,78.75,0
146,47,41.00,0
56,47,15.51,0
61,49,30.88,0
58,49,14.94,0
103,50,36.17,0
27,51,14.68,0
50,51,85.82,0
61,53,15.70,0
71,54,18.67,0
124,54,57.16,0
9,55,58.00,0
127,56,88.69,0
84,56,15.36,0
90,58,14.54,0
67,58,28.55,0
15,59,43.93,0
62,60,15.30,0
67,61,14.98,0
94,62,19.75,0
106,63,20.54,0
65,63,119.44,0
35,64,11.58,0
76,64,33.72,0
132,65,252.91,0
81,66,15.25,0
101,67,14.57,0
15,68,5.76,0
83,68,41.93,0
105,69,29.50,0
73,69,15.11,0
75,70,28.87,0
69,70,14.76,0
107,71,111.53,0
99,71,71.19,0
24,72,28.97,0
62,72,115.28,0
49,73,29.66,0
80,73,14.91,0
91,74,59.50,0
85,75,41.57,0
105,75,15.14,0
88,76,38.98,0
82,76,17.62,0
40,78,65.35,0
90,79,30.27,0
79,80,14.44,0
58,80,29.77,0
104,81,15.76,0
92,81,68.21,0
54,82,26.95,0
71,82,26.69,0
55,83,24.99,0
147,84,8.43,0
128,84,117.68,0
53,85,22.98,0
120,85,38.23,0
65,86,72.95,0
47,86,21.99,0
54,88,16.35,0
121,88,52.27,0
100,89,18.61,0
104,89,45.07,0
66,90,15.09,0
101,90,25.44,0
5,91,293.38,0
70,93,32.77,0
50,93,19.91,0
148,94,5.51,0
78,95,98.76,0
123,95,79.82,0
149,96,29.81,0
119,96,149.64,0
60,99,84.21,0
94,100,17.83,0
63,100,36.72,0
37,102,92.68,0
34,102,36.09,0
63,104,15.44,0
52,104,91.62,0
49,105,15.09,0
53,105,35.96,0
86,106,21.50,0
60,107,39.13,0
124,107,91.77,0
66,108,62.81,0
135,111,24.53,0
115,112,105.57,0
110,112,367.07,0
111,113,55.78,0
5,113,400.87,0
19,114,41.49,0
117,116,89.77,0
43,117,25.88,0
119,118,120.36,0
96,118,69.37,0
116,119,62.72,0
72,121,21.87,0
78,122,73.17,0
95,122,34.40,0
121,124,9.31,0
139,125,32.70,0
155,128,26.45,0
133,129,171.03,0
130,129,161.77,0
133,130,31.23,0
143,130,86.17,0
135,131,59.93,0
134,132,4.95,0
131,133,73.96,0
136,134,30.76,0
140,134,103.78,0
109,135,81.39,0
129,136,37.22,0
176,136,95.78,0
143,137,58.43,0
12,138,43.66,0
142,139,32.73,0
144,139,42.26,0
132,140,153.67,0
125,141,24.61,0
28,141,139.36,0
159,142,91.47,0
131,143,50.15,0
145,146,15.88,0
28,147,12.71,0
145,147,39.72,0
146,148,20.43,0
106,148,26.61,0
150,149,49.18,0
93,149,26.63,0
8,151,62.03,0
170,151,142.05,0
172,152,145.28,0
18,153,23.19,0
156,155,142.30,0
3,155,71.97,0
158,156,100.28,0
142,157,13.83,0
118,160,99.39,0
116,160,192.72,0
162,161,51.22,0
171,161,88.70,0
177,165,13.03,0
173,165,112.60,0
168,167,61.83,0
163,167,60.49,0
2,168,89.65,0
164,168,57.35,0
152,170,60.49,0
169,170,205.93,0
166,172,459.32,0
1,172,173.07,0
44,174,95.56,0
13,175,42.75,0
140,176,31.07,0
137,176,174.03,0
167,177,67.72,0
179,177,143.70,0
165,178,45.12,0
17,180,38.20,0
126,180,86.49,0
108,23,17.79,0
