node u,node v,length,label
122,44,104.7,1
70,47,28.96,1
6,48,71.26,1
34,49,246.32,1
47,50,121.52,1
44,51,115.75,1
121,52,59.57,1
57,53,69.92,1
80,54,82.19,1
46,55,316.56,1
22,56,31.74,1
38,58,184.19,1
20,59,33.66,1
61,60,73.29,1
41,61,57.2,1
55,62,51.04,1
42,66,82.9,1
10,68,7.77,1
56,70,120.65,1
66,72,37.86,1
73,74,62.28,1
104,75,24.74,1
131,76,195.42,1
15,77,104.29,1
17,78,79.99,1
63,79,80.98,1
78,79,32.45,1
132,80,41.86,1
79,80,28.19,1
80,81,28.48,1
134,82,38.91,1
84,83,29.56,1
52,84,53.74,1
101,87,18.27,1
94,90,57.66,1
91,92,10.94,1
92,94,19.35,1
8,94,87.61,1
12,98,23.04,1
103,99,55.78,1
114,99,19.63,1
74,100,17.17,1
99,101,19.18,1
104,102,44.95,1
105,103,56.44,1
14,104,17.12,1
75,105,16.29,1
109,108,13.73,1
106,109,70.78,1
111,110,37.71,1
113,112,18.37,1
28,113,105.43,1
113,114,17.2,1
118,115,58.51,1
115,116,14.21,1
31,117,57.39,1
112,118,15.16,1
120,119,31.95,1
59,120,58.77,1
121,120,29.51,1
50,121,82.66,1
136,124,88.96,1
51,129,96.53,1
133,132,29.49,1
84,132,42.86,1
79,133,42.66,1
135,134,2.12,1
69,20,32.86,1
20,82,56.85,1
82,134,38.91,1
90,117,16.83,1
99,101,19.18,1
42,57,39.21,1
123,122,39.21,1
122,123,39.21,1
47,70,28.96,1
7,85,1.76,1
29,112,10.01,1
30,4,72.26,1
8,12,8.41,1
102,104,44.95,1
112,113,18.37,1
118,112,15.16,1
78,135,43.6,1
115,100,7.52,1
96,97,27.05,1
97,96,27.05,1
9,28,14.02,1
87,88,11.35,1
13,81,83.44,1
81,13,83.44,1
110,27,21.36,1
125,126,7.94,1
98,25,28.37,1
76,21,12.88,1
21,76,12.88,1
127,128,45.38,1
128,127,45.38,1
68,10,7.77,1
33,75,9.68,1
54,63,28.07,1
11,69,20.91,1
49,71,21.43,1
93,105,15.76,1
109,108,13.73,1
23,131,84.04,1
17,124,40.45,1
18,17,9.9,1
40,3,27.4,1
3,40,27.4,1
32,45,132.18,1
65,37,37.09,1
116,115,14.21,1
100,115,7.52,1
100,74,17.17,1
120,121,29.51,1
120,119,31.95,1
53,43,86.23,1
48,64,28.11,1
64,48,28.11,1
77,15,104.29,1
72,66,37.86,1
36,46,69.34,1
109,111,25.04,1
108,109,13.73,1
107,108,31.69,1
126,106,16.43,1
126,125,7.94,1
24,125,63.07,1
35,24,8.9,1
92,91,10.94,1
94,92,19.35,1
94,31,19.51,1
31,11,35.94,1
11,31,35.94,1
69,11,20.91,1
69,20,32.86,1
20,59,33.66,1
59,52,29.61,1
16,52,26.68,1
40,58,54.43,1
40,67,159.64,1
67,40,159.64,1
6,66,98.67,1
66,42,82.9,1
42,7,39.13,1
85,7,1.76,1
85,84,27.77,1
83,84,29.56,1
83,82,32.62,1
44,136,38.49,1
51,44,115.75,1
129,51,96.53,1
129,130,57.92,1
130,129,57.92,1
39,62,123.62,1
62,55,51.04,1
55,73,79.25,1
